decision,curator_note,name,theme,origine,departement,best_tier,changement,score,notoriete,bonus_labels,bonus_article,bonus_image,bonus_frwiki,bonus_acces,bonus_visiteurs,sitelinks,labels,collections,alertes,ouvert_au_public,entre_par_remise,horaires,lat,lon,wikidata_id,wikipedia_url,image_url
,,Château de Flaugergues,chateaux,wikidata,Hérault,3,,90.7,28.7,15.0,24.0,8.0,5.0,10.0,0.0,5,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,Mo-Fr 09:30-19:00; Sa-Su 13:00-19:00,43.610278,3.920000,Q2969230,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Flaugergues,http://commons.wikimedia.org/wiki/Special:FilePath/Chateaudeflaugergue.jpg
,,Château de La Bourdaisière,chateaux,wikidata,Indre-et-Loire,3,,90.6,36.8,6.0,24.8,8.0,5.0,10.0,0.0,9,monument-historique-inscrit,4,,oui,,,47.370000,0.838611,Q741450,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_La_Bourdaisi%C3%A8re,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20la%20Bourdaisiere%20southwest%2001.jpg
,,Château de Châlus-Chabrol,chateaux,wikidata,Haute-Vienne,3,,90.5,41.0,15.0,21.5,8.0,5.0,0.0,0.0,12,monument-historique-classe|monument-historique-inscrit,2,,inconnu,,,45.657556,0.979303,Q1011361,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Ch%C3%A2lus-Chabrol,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20ch%C3%A2teau%20de%20Ch%C3%A2lus%20Chabrol%20vu%20par%20Renaud%20Camus%20le%2026%20juin%202008.jpg
,,Château de la Mothe-Chandeniers,chateaux,wikidata,Vienne,3,,90.5,41.0,0.0,26.5,8.0,5.0,10.0,0.0,12,,2,,oui,,,47.092300,0.032500,Q2971307,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Mothe-Chandeniers,http://commons.wikimedia.org/wiki/Special:FilePath/Mothe%20chandeniers1.jpg
,,Château d'Arques,chateaux,wikidata,Aude,3,,90.4,38.4,12.0,19.2,8.0,5.0,0.0,7.8,10,monument-historique-classe,3,,inconnu,,,42.953056,2.366944,Q1010879,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27Arques,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%20Arques%2002-19%20%286%29.jpg
,,Château de Montagu,chateaux,wikidata,Essonne,3,,90.4,25.8,15.0,26.6,8.0,5.0,10.0,0.0,4,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,,48.645800,2.220830,Q2969937,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Montagu,http://commons.wikimedia.org/wiki/Special:FilePath/Marcoussis%20chateau%20Montagu.jpg
,,Château de Bouges,chateaux,wikidata,Indre,3,,90.3,25.8,12.0,29.5,8.0,5.0,10.0,0.0,4,monument-historique-classe,3,,oui,oui,"Mar,Nov 11:00,15:00,16:00; Apr,Jun,Sep,Oct 11:00,15:15,16:30; Jul,Aug 11:00,12:00,14:15,15:15,16:15,17:15",47.042222,1.673056,Q2409187,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Bouges,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Bouges%20House%20and%20Basin.jpg
,,Château royal de Collioure,chateaux,wikidata,Pyrénées-Orientales,3,,90.1,31.1,12.0,24.0,8.0,5.0,10.0,0.0,6,monument-historique-classe,3,,oui,oui,10:00-18:00,42.525556,3.084583,Q2356811,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_royal_de_Collioure,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20royal%20de%20Collioure%2009.jpg
,,Château de Menthon-Saint-Bernard,chateaux,wikidata,Haute-Savoie,3,,89.9,41.0,6.0,19.9,8.0,5.0,10.0,0.0,12,monument-historique-inscrit,2,,oui,,Jul-Aug: 10:00-19:00; PH,45.863928,6.203503,Q2700205,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Menthon-Saint-Bernard,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Menthon-Saint-Bernard.jpg
,,Château de Fénelon,chateaux,wikidata,Dordogne,3,,89.7,42.2,15.0,19.5,8.0,5.0,0.0,0.0,13,monument-historique-classe|monument-historique-inscrit,3,,inconnu,,,44.842280,1.350330,Q2241121,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_F%C3%A9nelon,http://commons.wikimedia.org/wiki/Special:FilePath/Fenelon06.jpg
,,Château de Courances,chateaux,wikidata,Essonne,3,,89.4,35.2,12.0,19.2,8.0,5.0,10.0,0.0,8,monument-historique-classe,2,,oui,,,48.441031,2.469119,Q2321914,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Courances,http://commons.wikimedia.org/wiki/Special:FilePath/Courances%20chateau%20cote%20cour.jpg
,,Château de Châteauneuf-du-Pape,chateaux,wikidata,Vaucluse,3,,89.3,35.2,12.0,29.1,8.0,5.0,0.0,0.0,8,monument-historique-classe,2,,inconnu,,,44.057567,4.829219,Q8822076,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Ch%C3%A2teauneuf-du-Pape,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Chateauneuf%20du%20Pape.JPG
,,Château de Gizeux,chateaux,wikidata,Indre-et-Loire,3,,89.3,35.2,12.0,19.1,8.0,5.0,10.0,0.0,8,monument-historique-classe,4,,oui,,"Mar 30-May 12 10:30-18:00; Jul 01-Aug 31 10:00-19:00; Oct 19-Nov 03 10:30-18:00; May 13-Jun 30 Mo-Tu,Th-Su 10:30-18:00; Sep 01-Oct 18 Mo-Tu,Th-Su 10:30-18:00",47.390556,0.206111,Q2182818,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Gizeux,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Gizeux.JPG
,,Château de Billy,chateaux,wikidata,Allier,3,,89.2,38.4,15.0,22.8,8.0,5.0,0.0,0.0,10,monument-historique-classe|monument-historique-inscrit,2,,inconnu,,,46.236667,3.428611,Q950048,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Billy,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Billy.jpg
,,Château de Challain-la-Potherie,chateaux,wikidata,Maine-et-Loire,3,,89.2,25.8,6.0,34.4,8.0,5.0,10.0,0.0,4,monument-historique-inscrit,4,,oui,oui,,47.635000,-1.044050,Q2968823,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Challain-la-Potherie,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20challain.JPG
,,Château de Champlâtreux,chateaux,wikidata,Val-d'Oise,3,,88.9,28.7,12.0,25.2,8.0,5.0,10.0,0.0,5,monument-historique-classe,1,,oui,oui,,49.085800,2.411080,Q577444,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Champl%C3%A2treux,http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ade%20du%20ch%C3%A2teau%20de%20Champl%C3%A2treux%20en%20septembre%202009.jpg
,,Château de Dinan,chateaux,wikidata,Côtes-d'Armor,3,,88.9,42.2,12.0,21.7,8.0,5.0,0.0,0.0,13,monument-historique-classe,3,,inconnu,,,48.450278,-2.044889,Q312445,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Dinan,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Dinan1.jpg
,,Château de Ferrières,chateaux,wikidata,Seine-et-Marne,3,,88.9,43.3,12.0,20.6,8.0,5.0,0.0,0.0,14,monument-historique-classe,2,,inconnu,,,48.819722,2.711944,Q1461848,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Ferri%C3%A8res_(Ferri%C3%A8res-en-Brie),http://commons.wikimedia.org/wiki/Special:FilePath/Ferri%C3%A8res-en-Brie%20ch%C3%A2teau.jpg
,,Château de Val,chateaux,wikidata,Cantal,3,,88.9,31.1,15.0,19.8,8.0,5.0,10.0,0.0,6,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,,45.442778,2.505556,Q1661220,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Val,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Val.jpg
,,Château du Moulin,chateaux,wikidata,Loir-et-Cher,3,,88.8,35.2,15.0,15.6,8.0,5.0,10.0,0.0,8,monument-historique-classe|monument-historique-inscrit,4,,oui,,"Apr-Sep 10:00-12:30, 14:00-18:30",47.369200,1.609500,Q947669,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Moulin,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20du%20moulin1.jpg
,,Château de Barbezieux,chateaux,wikidata,Charente,3,,88.7,25.8,15.0,24.9,8.0,5.0,10.0,0.0,4,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,Sa 15:00-16:00,45.473056,-0.157500,Q2480350,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Barbezieux,http://commons.wikimedia.org/wiki/Special:FilePath/Barbezieux%20castle1.JPG
,,Château de Malbrouck,chateaux,wikidata,Moselle,3,,88.7,31.1,12.0,22.6,8.0,5.0,10.0,0.0,6,monument-historique-classe,3,,oui,oui,,49.457222,6.432778,Q378453,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Malbrouck,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Malbrouck%2003%20cropped.jpg
,,Château de Vallery,chateaux,wikidata,Yonne,3,,88.6,28.7,12.0,24.9,8.0,5.0,10.0,0.0,5,monument-historique-classe,3,,oui,oui,,48.241389,3.050556,Q2970893,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Vallery,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Vallery%20DSC%200230.JPG
,,Château de Lassay,chateaux,wikidata,Mayenne,3,,88.3,25.8,15.0,24.5,8.0,5.0,10.0,0.0,4,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,,48.438900,-0.500000,Q2969660,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Lassay,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Lassay%2021.JPG
,,Château d'Oricourt,chateaux,wikidata,Haute-Saône,3,,88.2,31.1,12.0,22.1,8.0,5.0,10.0,0.0,6,monument-historique-classe,3,,oui,oui,,47.595833,6.391944,Q2968318,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27Oricourt,http://commons.wikimedia.org/wiki/Special:FilePath/Oricourt%20haute-cour.jpg
,,Château du Barroux,chateaux,wikidata,Vaucluse,3,,88.2,31.1,15.0,19.1,8.0,5.0,10.0,0.0,6,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,,44.137369,5.099683,Q2341945,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Barroux,http://commons.wikimedia.org/wiki/Special:FilePath/180930-Le-Barroux-01.jpg
,,Château des Baux,chateaux,wikidata,Bouches-du-Rhône,3,,88.1,38.4,12.0,24.7,8.0,5.0,0.0,0.0,10,monument-historique-classe,2,,inconnu,,,43.744444,4.796944,Q2971472,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_des_Baux-de-Provence,http://commons.wikimedia.org/wiki/Special:FilePath/Les%20Baux%20de%20Provence%20FRA%20002.jpg
,,Château de Châteauneuf-sur-Loire,chateaux,wikidata,Loiret,3,,88.0,33.3,12.0,19.7,8.0,5.0,10.0,0.0,7,monument-historique-classe,4,,oui,oui,"Mo-Fr 09:00-12:00, 14:00-17:00",47.864100,2.216720,Q15943913,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Ch%C3%A2teauneuf-sur-Loire,http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Chateauneuf%202007%2002.jpg
,,Château de Sourches,chateaux,wikidata,Sarthe,3,,88.0,28.7,15.0,21.3,8.0,5.0,10.0,0.0,5,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,,48.081500,-0.102300,Q1851987,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Sourches,http://commons.wikimedia.org/wiki/Special:FilePath/Stsymphorienchatodesourches.jpg
,,Château de Chavaniac,chateaux,wikidata,Haute-Loire,3,,87.8,35.2,21.0,18.6,8.0,5.0,0.0,0.0,8,jardin-remarquable|monument-historique-inscrit,3,,inconnu,,,45.157222,3.579167,Q2422758,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Chavaniac,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Chavaniac-Lafayette16.jpg
,,Château de Gisors,chateaux,wikidata,Eure,3,,87.7,36.8,12.0,25.9,8.0,5.0,0.0,0.0,9,monument-historique-classe,3,,inconnu,,,49.280800,1.774500,Q1011985,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Gisors,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau-de-Gisors.jpg
,,Château de Rastignac,chateaux,wikidata,Dordogne,3,,87.5,39.8,12.0,22.7,8.0,5.0,0.0,0.0,11,monument-historique-classe,3,,inconnu,,,45.148611,1.139167,Q2417255,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Rastignac,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Rastignac.JPG
,,Château de Commercy,chateaux,wikidata,Meuse,3,,87.4,38.4,15.0,21.0,8.0,5.0,0.0,0.0,10,monument-historique-classe|monument-historique-inscrit,2,,inconnu,,,48.763800,5.592700,Q837153,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Commercy,http://commons.wikimedia.org/wiki/Special:FilePath/ChateauStanislasCommercyCropped.jpg
,,Château de Goulaine,chateaux,wikidata,Loire-Atlantique,3,,87.4,33.3,12.0,19.1,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,oui,"Sa,Su 14:00-18:30; Jun 16-30,Sep 03-16 Mo-Fr 14:00-18:30; Jul 01-Sep 02 10:45-19:00",47.204167,-1.402778,Q600832,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Goulaine,http://commons.wikimedia.org/wiki/Special:FilePath/Haute-Goulaine%20-%20Chateau%2008.jpg
,,Tour de Crest,chateaux,wikidata,Drôme,3,,87.3,31.1,12.0,21.2,8.0,5.0,10.0,0.0,6,monument-historique-classe,2,,oui,oui,,44.730281,5.023646,Q1011395,https://fr.wikipedia.org/wiki/Tour_de_Crest,http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Crest%202.jpg
,,Château de Boulogne-sur-Mer,chateaux,wikidata,Pas-de-Calais,3,,87.2,28.7,15.0,20.5,8.0,5.0,10.0,0.0,5,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,"May-Sep We-Mo 10:00-18:00, Oct-Apr We-Mo 10:00-12:30,14:30-17:30",50.725600,1.616900,Q15940146,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Boulogne-sur-Mer,http://commons.wikimedia.org/wiki/Special:FilePath/Boulogne%20Chateau%20Entree.jpg
,,Château de Langoiran,chateaux,wikidata,Gironde,3,,87.1,39.8,12.0,22.3,8.0,5.0,0.0,0.0,11,monument-historique-classe,3,,inconnu,,,44.699100,-0.381700,Q1012864,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Langoiran,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Langoiran.JPG
,,Château de Choisy-le-Roi,chateaux,wikidata,Val-de-Marne,3,,87.0,42.2,6.0,25.8,8.0,5.0,0.0,0.0,13,monument-historique-inscrit,2,,inconnu,,,48.762948,2.408826,Q45677,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Choisy-le-Roi,http://commons.wikimedia.org/wiki/Special:FilePath/Choisy%2C%20ch%C3%A2teau%20-%20%C3%A9tat%20XVIIe%20si%C3%A8cle.jpg
,,Château d'Haroué,chateaux,wikidata,Meurthe-et-Moselle,3,,86.9,33.3,12.0,18.6,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,oui,,48.465556,6.180000,Q1117166,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27Harou%C3%A9,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20de%20Haroue%20003.jpg
,,Château de Pontécoulant,chateaux,wikidata,Calvados,3,,86.9,22.2,6.0,18.6,8.0,5.0,10.0,17.1,3,monument-historique-inscrit,3,,oui,oui,,48.896400,-0.589720,Q2970276,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Pont%C3%A9coulant,http://commons.wikimedia.org/wiki/Special:FilePath/Ch-Pontecoulant-avt.JPG
,,Château des Rochers-Sévigné,chateaux,wikidata,Ille-et-Vilaine,3,,86.7,38.4,6.0,21.4,8.0,5.0,0.0,7.9,10,monument-historique-inscrit,4,,inconnu,,,48.080556,-1.168889,Q197482,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_des_Rochers-S%C3%A9vign%C3%A9,http://commons.wikimedia.org/wiki/Special:FilePath/Castle-Rochers-Sevigne1.jpg
,,Château de Brézé,chateaux,wikidata,Maine-et-Loire,3,,86.6,31.1,12.0,20.5,8.0,5.0,10.0,0.0,6,monument-historique-classe,4,,oui,oui,,47.174444,-0.057500,Q1648101,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Br%C3%A9z%C3%A9,http://commons.wikimedia.org/wiki/Special:FilePath/Castle%20Breze%202007%2001.jpg
,,Château de Villandraut,chateaux,wikidata,Gironde,3,,86.6,35.2,12.0,16.4,8.0,5.0,10.0,0.0,8,monument-historique-classe,3,,oui,,,44.459722,-0.372778,Q2970999,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Villandraut,http://commons.wikimedia.org/wiki/Special:FilePath/Villandraut%20%28FR-33%29%2C%20Ch%C3%A2teau.jpg
,,Château de Montgilbert,chateaux,wikidata,Allier,3,,86.5,36.8,6.0,20.7,8.0,5.0,10.0,0.0,9,monument-historique-inscrit,2,,oui,,24/7,46.038528,3.623528,Q164901,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Montgilbert,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20Montgilbert%201.jpg
,,Château de Puymartin,chateaux,wikidata,Dordogne,3,,86.5,41.0,15.0,17.5,8.0,5.0,0.0,0.0,12,monument-historique-classe|monument-historique-inscrit,3,,inconnu,,,44.910556,1.142500,Q1518981,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Puymartin,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Puymartin%20-%2002.jpg
,,Château de Tournon,chateaux,wikidata,Ardèche,3,,86.5,31.1,15.0,17.4,8.0,5.0,10.0,0.0,6,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,,45.068333,4.831750,Q2243758,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Tournon,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20tournon-4.jpg
,,Fort Louvois,chateaux,wikidata,Charente-Maritime,3,,86.5,33.3,12.0,18.2,8.0,5.0,10.0,0.0,7,monument-historique-classe,2,,oui,oui,,45.857100,-1.174250,Q2916553,https://fr.wikipedia.org/wiki/Fort_Louvois,http://commons.wikimedia.org/wiki/Special:FilePath/Fort%20Louvois%20-%20Bourcefranc.jpg
,,Château de Montaner,chateaux,wikidata,Pyrénées-Atlantiques,3,,86.4,36.8,15.0,21.6,8.0,5.0,0.0,0.0,9,monument-historique-classe|monument-historique-inscrit,2,,inconnu,,,43.349167,-0.012500,Q2969961,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Montaner,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Montaner%20%2864%29%202.JPG
,,Château d'Asnières,chateaux,wikidata,Hauts-de-Seine,3,,86.3,28.7,12.0,22.6,8.0,5.0,10.0,0.0,5,monument-historique-classe,2,,oui,oui,"Fr 14:30-18:30; Sa 10:00-13:30,14:30-18:30",48.910300,2.293610,Q2968138,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_d%27Asni%C3%A8res,http://commons.wikimedia.org/wiki/Special:FilePath/Chateaud%27asni%C3%A8res.jpg
,,Château de la Muette,chateaux,wikidata,Paris,3,,86.3,45.3,0.0,28.0,8.0,5.0,0.0,0.0,16,,1,,inconnu,,,48.861389,2.269444,Q2971342,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_la_Muette_(Paris),http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20la%20Muette%2C%20Paris%2019%20March%202019%20001.jpg
,,Château de Bussy-Rabutin,chateaux,wikidata,Côte-d'Or,3,,86.2,36.8,12.0,24.4,8.0,5.0,0.0,0.0,9,monument-historique-classe,3,,inconnu,,,47.561389,4.523611,Q1552130,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Bussy-Rabutin,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Bussy%20Rabutin%20-%20vue1.JPG
,,Château de Sarzay,chateaux,wikidata,Indre,3,,86.1,33.3,12.0,17.8,8.0,5.0,10.0,0.0,7,monument-historique-classe,3,,oui,oui,"10:00-12:00,14:00-18:00",46.600491,1.906449,Q950709,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Sarzay,http://commons.wikimedia.org/wiki/Special:FilePath/Sarzay%20ch%C3%A2teau%202.jpg
,,Château de Lanquais,chateaux,wikidata,Dordogne,3,,86.0,31.1,12.0,19.9,8.0,5.0,10.0,0.0,6,monument-historique-classe,3,,oui,oui,,44.818611,0.674722,Q1666762,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Lanquais,http://commons.wikimedia.org/wiki/Special:FilePath/Lanquais%20-%20castle.jpg
,,Château de Vayres,chateaux,wikidata,Gironde,3,,85.9,25.8,15.0,22.1,8.0,5.0,10.0,0.0,4,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,,44.900278,-0.316389,Q2970942,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Vayres,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Vayres%20-%20vue%20a%C3%A9rienne.jpg
,,Fort de Mutzig,chateaux,wikidata,Bas-Rhin,3,,85.9,36.8,0.0,26.1,8.0,5.0,10.0,0.0,9,,4,,oui,,Mo-Su 10:00-17:00,48.558697,7.457192,Q322078,https://fr.wikipedia.org/wiki/Fort_de_Mutzig,http://commons.wikimedia.org/wiki/Special:FilePath/17-16-28-f-mutzig.jpg
,,Bastille,chateaux,wikidata,Isère,3,,85.8,35.2,6.0,31.6,8.0,5.0,0.0,0.0,8,monument-historique-inscrit,2,,inconnu,,,45.198773,5.725136,Q545992,https://fr.wikipedia.org/wiki/Bastille_(Grenoble),http://commons.wikimedia.org/wiki/Special:FilePath/Terrasse%20Bastille%20-%20Grenoble.JPG
,,Château de Quintin,chateaux,wikidata,Côtes-d'Armor,3,,85.7,31.1,15.0,16.6,8.0,5.0,10.0,0.0,6,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,,48.403000,-2.908700,Q2378450,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Quintin,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Quintin.jpg
,,Château du Val,chateaux,wikidata,Yvelines,3,,85.7,25.8,15.0,21.9,8.0,5.0,10.0,0.0,4,monument-historique-classe|monument-historique-inscrit,3,,oui,oui,,48.921000,2.106410,Q2434153,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_du_Val_(Saint-Germain-en-Laye),http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Germain%20en%20Laye%2C%20Chateau%20du%20Val%2C%20facade.jpg
,,Château de Dourdan,chateaux,wikidata,Essonne,3,,85.6,28.7,12.0,21.9,8.0,5.0,10.0,0.0,5,monument-historique-classe,2,,oui,oui,,48.530000,2.010833,Q1011487,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Dourdan,http://commons.wikimedia.org/wiki/Special:FilePath/Dourdan%20%2891%29%20Ch%C3%A2teau%20585.jpg
,,Tour du Temple,chateaux,wikidata,Paris,3,,85.6,47.9,0.0,24.7,8.0,5.0,0.0,0.0,19,,1,,inconnu,,,48.865280,2.362220,Q1067494,https://fr.wikipedia.org/wiki/Tour_du_Temple,http://commons.wikimedia.org/wiki/Special:FilePath/Hoffbauer-Brezet-Temple1734.jpg
,,Château de Calmont d'Olt,chateaux,wikidata,Aveyron,3,,85.5,25.8,12.0,24.7,8.0,5.0,10.0,0.0,4,monument-historique-classe,2,,oui,oui,,44.517947,2.752708,Q2968742,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Calmont_d%27Olt,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20Calmont%20dolt%2001.JPG
,,Château de Montferrand,chateaux,wikidata,Hérault,3,,85.3,25.8,15.0,21.5,8.0,5.0,10.0,0.0,4,monument-historique-classe|monument-historique-inscrit,2,,oui,oui,sunrise-sunset closed,43.775600,3.840000,Q2969993,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Montferrand_(H%C3%A9rault),http://commons.wikimedia.org/wiki/Special:FilePath/Chateau-montferrand%20%2810%29.JPG
,,Château de Selles-sur-Cher,chateaux,wikidata,Loir-et-Cher,3,,85.1,35.2,12.0,24.9,8.0,5.0,0.0,0.0,8,monument-historique-classe,3,,inconnu,,,47.275029,1.549249,Q1122854,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Selles-sur-Cher,http://commons.wikimedia.org/wiki/Special:FilePath/Selles01.jpg
,,Château de Troussay,chateaux,wikidata,Loir-et-Cher,3,,85.1,45.3,6.0,20.8,8.0,5.0,0.0,0.0,16,monument-historique-inscrit,3,,inconnu,,,47.491389,1.424444,Q1376597,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Troussay,http://commons.wikimedia.org/wiki/Special:FilePath/Troussay%20Fa%C3%A7ade%20L%20XII.JPG
,,Château de Ventadour,chateaux,wikidata,Corrèze,3,,85.1,28.7,12.0,21.4,8.0,5.0,10.0,0.0,5,monument-historique-classe,2,,oui,oui,,45.392222,2.116667,Q2587094,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Ventadour_(Corr%C3%A8ze),http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Ventadour.JPG
,,Château de Montbéliard,chateaux,wikidata,Doubs,3,,85.0,31.1,12.0,18.9,8.0,5.0,10.0,0.0,6,monument-historique-classe,3,,oui,oui,"We-Fr 11:00-18:00; Sa,Su 10:00-18:00; Mo,Tu off",47.509444,6.801111,Q2969972,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Montb%C3%A9liard,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Montb%C3%A9liard%2C%20sous%20la%20neige.jpg
,,Château de Couzan,chateaux,wikidata,Loire,3,,84.9,25.8,12.0,24.1,8.0,5.0,10.0,0.0,4,monument-historique-classe,1,,oui,oui,,45.728056,3.969167,Q1011384,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Couzan,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Couzan.jpg
,,Fort du Portalet,chateaux,wikidata,Pyrénées-Atlantiques,3,,84.9,38.4,12.0,21.5,8.0,5.0,0.0,0.0,10,monument-historique-classe,2,,inconnu,,,42.886389,-0.562778,Q3078387,https://fr.wikipedia.org/wiki/Fort_du_Portalet,http://commons.wikimedia.org/wiki/Special:FilePath/Fort%20du%20Portalet.jpg
